As of Date,Fiscal Year,Region,Borrower Country,Borrower Country Code,Project ID,Project Name,Procurement Type,Procurement Category,Procurement Method,Product line,Major Sector,WB Contract Number,Contract Description,Contract Signing Date,Supplier,Supplier Country,Supplier Country Code,Total Contract Amount (USD),Borrower Contract Reference Number,Main Loan or Credit
2019-08-07T00:00:00.000,2000,AFR,Cabo Verde,CV,P055467,CV- PRIVATIZATION TA,Implementation Activity,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Social Protection,1117050,"CONTRACT FOR MARIO FOLCHI, CONSULTANT FOR AIR TRANSPORT STUD",1999-08-29T00:00:00.000,MARIO FOLCHI,Argentina,AR,271800,CP_323_8,
2019-08-07T00:00:00.000,2000,ECA,Bulgaria,BG,P008323,SOC INS ADMIN (SIAP),Equipment Information Technology,GOODS,Shopping,IBRD/IDA,Social Protection,1121381,APPLICATION DEVELOPMENT TOOLS,1999-07-20T00:00:00.000,PROTEUS COMPUTER CONSULTANTS LTD.,Ireland,IE,98475,SIAP 99-02,
2019-08-07T00:00:00.000,2000,ECA,Kazakhstan,KZ,P008504,TECH ASST,Equipment Information Technology,GOODS,International Competitive Bidding,IBRD/IDA,Financial Sector,1118238,COMPUTER AND OFFICE EQUIPMENT,1999-08-26T00:00:00.000,IBM/GLOTUR,Kazakhstan,KZ,220000,KAZ/TAL/3642/99/ACS-1,
2019-08-07T00:00:00.000,2000,ECA,Kazakhstan,KZ,P008504,TECH ASST,Equipment Information Technology,GOODS,International Competitive Bidding,IBRD/IDA,Industry & Trade/Ser,1118238,COMPUTER AND OFFICE EQUIPMENT,1999-08-26T00:00:00.000,IBM/GLOTUR,Kazakhstan,KZ,220000,KAZ/TAL/3642/99/ACS-1,
2019-08-07T00:00:00.000,2000,ECA,Kazakhstan,KZ,P008504,TECH ASST,Equipment Information Technology,GOODS,International Competitive Bidding,IBRD/IDA,Public Admin,1118238,COMPUTER AND OFFICE EQUIPMENT,1999-08-26T00:00:00.000,IBM/GLOTUR,Kazakhstan,KZ,-330000,KAZ/TAL/3642/99/ACS-1,
2019-08-07T00:00:00.000,2000,ECA,Tajikistan,TJ,P049894,PRIM HEALTH CARE,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Health,1211361,INFORMATION SYSTEM ADVISOR,2000-08-01T00:00:00.000,MIRZOEB TOLIB,Tajikistan,TJ,0,PIU/PHCP/IC/3324TJ-004,
2019-08-07T00:00:00.000,2000,ECA,Tajikistan,TJ,P049894,PRIM HEALTH CARE,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Public Admin,1211361,INFORMATION SYSTEM ADVISOR,2000-08-01T00:00:00.000,MIRZOEB TOLIB,Tajikistan,TJ,24054,PIU/PHCP/IC/3324TJ-004,
2019-08-07T00:00:00.000,2000,MNA,"Yemen, Republic of",RY,P005912,RY Vocational Training,"Works, Infrastructure",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Education,1115931,CIVIL WORKS EXPANSION AND RENOVATIONS,1999-07-21T00:00:00.000,AL TAGHWA OFFICE,"Yemen, Republic of",RY,0,1/99 C.W.,
2019-08-07T00:00:00.000,2000,MNA,"Yemen, Republic of",RY,P005912,RY Vocational Training,"Works, Infrastructure",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Public Admin,1115931,CIVIL WORKS EXPANSION AND RENOVATIONS,1999-07-21T00:00:00.000,AL TAGHWA OFFICE,"Yemen, Republic of",RY,157069.07,1/99 C.W.,
2019-08-07T00:00:00.000,2000,MNA,"Yemen, Republic of",RY,P005912,RY Vocational Training,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Education,1116159,AL KOUD V.T.C. - EXPANSION AND RENOVATION,1999-07-21T00:00:00.000,AL JAZEERAH CONTRACTING,"Yemen, Republic of",RY,0,2/99 C.W. AL KOUD V.T.C.EXPAN. R,
2019-08-07T00:00:00.000,2000,MNA,"Yemen, Republic of",RY,P005912,RY Vocational Training,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Public Admin,1116159,AL KOUD V.T.C. - EXPANSION AND RENOVATION,1999-07-21T00:00:00.000,AL JAZEERAH CONTRACTING,"Yemen, Republic of",RY,549825.93,2/99 C.W. AL KOUD V.T.C.EXPAN. R,
2019-08-07T00:00:00.000,2000,MNA,"Yemen, Republic of",RY,P005912,RY Vocational Training,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Education,1116161,ZINJEBAR V.T.C. - EXPANSION WORK,1999-07-21T00:00:00.000,ALHAYASH CONTRACTING OFFICE,"Yemen, Republic of",RY,0,3/99 C.W. ZINJEBAR V.T.C. - EXPA,
2019-08-07T00:00:00.000,2000,MNA,"Yemen, Republic of",RY,P005912,RY Vocational Training,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Public Admin,1116161,ZINJEBAR V.T.C. - EXPANSION WORK,1999-07-21T00:00:00.000,ALHAYASH CONTRACTING OFFICE,"Yemen, Republic of",RY,124048.06,3/99 C.W. ZINJEBAR V.T.C. - EXPA,
2019-08-07T00:00:00.000,2000,MNA,"Yemen, Republic of",RY,P005912,RY Vocational Training,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Education,1116166,ADEN PHYSICALLY DISABLE - EXPANSION WORKS,1999-07-21T00:00:00.000,HAMOUD ALI AHMED,"Yemen, Republic of",RY,0,4/99 C.W. ADEN PHYSICALLY DISABL,
2019-08-07T00:00:00.000,2000,MNA,"Yemen, Republic of",RY,P005912,RY Vocational Training,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Public Admin,1116166,ADEN PHYSICALLY DISABLE - EXPANSION WORKS,1999-07-21T00:00:00.000,HAMOUD ALI AHMED,"Yemen, Republic of",RY,111624.4,4/99 C.W. ADEN PHYSICALLY DISABL,
2019-08-07T00:00:00.000,2000,SAR,Bangladesh,BD,P050745,BD:Arsenic Mitigation Water Supply,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Health,1118492,S2807:TRAINING ORGANIZATION FOR PROVIDING TRAINING NGOS FOR,1999-08-18T00:00:00.000,DHAKA COMMUNITY HOSPITAL,Bangladesh,BD,54921.31,S2807:TRAINING ORGANIZATION FOR,
2019-08-07T00:00:00.000,2000,SAR,Bangladesh,BD,P050745,BD:Arsenic Mitigation Water Supply,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Health,1118492,S2807:TRAINING ORGANIZATION FOR PROVIDING TRAINING NGOS FOR,1999-08-18T00:00:00.000,DEVELOPMENT ASSOCIATION FOR SELFRELIANCE COMMUNICATION& HLTH,Bangladesh,BD,54921.31,S2807:TRAINING ORGANIZATION FOR,
2019-08-07T00:00:00.000,2000,SAR,Bangladesh,BD,P050745,BD:Arsenic Mitigation Water Supply,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Public Admin,1118492,S2807:TRAINING ORGANIZATION FOR PROVIDING TRAINING NGOS FOR,1999-08-18T00:00:00.000,DHAKA COMMUNITY HOSPITAL,Bangladesh,BD,-164763.93,S2807:TRAINING ORGANIZATION FOR,
2019-08-07T00:00:00.000,2000,SAR,Bangladesh,BD,P050745,BD:Arsenic Mitigation Water Supply,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Public Admin,1118492,S2807:TRAINING ORGANIZATION FOR PROVIDING TRAINING NGOS FOR,1999-08-18T00:00:00.000,DEVELOPMENT ASSOCIATION FOR SELFRELIANCE COMMUNICATION& HLTH,Bangladesh,BD,-164763.93,S2807:TRAINING ORGANIZATION FOR,
2019-08-07T00:00:00.000,2000,SAR,Bangladesh,BD,P050745,BD:Arsenic Mitigation Water Supply,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Social Protection,1118492,S2807:TRAINING ORGANIZATION FOR PROVIDING TRAINING NGOS FOR,1999-08-18T00:00:00.000,DHAKA COMMUNITY HOSPITAL,Bangladesh,BD,54921.31,S2807:TRAINING ORGANIZATION FOR,
2019-08-07T00:00:00.000,2000,SAR,Bangladesh,BD,P050745,BD:Arsenic Mitigation Water Supply,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Social Protection,1118492,S2807:TRAINING ORGANIZATION FOR PROVIDING TRAINING NGOS FOR,1999-08-18T00:00:00.000,DEVELOPMENT ASSOCIATION FOR SELFRELIANCE COMMUNICATION& HLTH,Bangladesh,BD,54921.31,S2807:TRAINING ORGANIZATION FOR,
2019-08-07T00:00:00.000,2000,SAR,Bangladesh,BD,P050745,BD:Arsenic Mitigation Water Supply,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Water/Sanit/Waste,1118492,S2807:TRAINING ORGANIZATION FOR PROVIDING TRAINING NGOS FOR,1999-08-18T00:00:00.000,DHAKA COMMUNITY HOSPITAL,Bangladesh,BD,109842.62,S2807:TRAINING ORGANIZATION FOR,
2019-08-07T00:00:00.000,2000,SAR,Bangladesh,BD,P050745,BD:Arsenic Mitigation Water Supply,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Water/Sanit/Waste,1118492,S2807:TRAINING ORGANIZATION FOR PROVIDING TRAINING NGOS FOR,1999-08-18T00:00:00.000,DEVELOPMENT ASSOCIATION FOR SELFRELIANCE COMMUNICATION& HLTH,Bangladesh,BD,109842.62,S2807:TRAINING ORGANIZATION FOR,
2019-08-07T00:00:00.000,2000,AFR,Malawi,MW,P001660,AGRIC SERVICES,Equipment Information Technology,GOODS,Direct Selection,IBRD/IDA,Agriculture,1116287,SUPPLY OF COMPUTER AND PRINTER,,INTER-AGENCY PROCUREMENT SERVICES OFFICE (IAPSO),World,1W,0,PRC/6315,
2019-08-07T00:00:00.000,2000,AFR,Malawi,MW,P001660,AGRIC SERVICES,Equipment Information Technology,GOODS,Direct Selection,IBRD/IDA,Public Admin,1116287,SUPPLY OF COMPUTER AND PRINTER,,INTER-AGENCY PROCUREMENT SERVICES OFFICE (IAPSO),World,1W,112004.13,PRC/6315,
2019-08-07T00:00:00.000,2000,AFR,Malawi,MW,P001660,AGRIC SERVICES,Equipment Information Technology,GOODS,Direct Selection,IBRD/IDA,Agriculture,1116291,SUPPLY OF MIPA COMPUTERS AND PHOTO COPIER,,INTER-AGENCY PROCUREMENT SERVICES OFFICE (IAPSO),World,1W,0,PRC/6137,
2019-08-07T00:00:00.000,2000,AFR,Malawi,MW,P001660,AGRIC SERVICES,Equipment Information Technology,GOODS,Direct Selection,IBRD/IDA,Public Admin,1116291,SUPPLY OF MIPA COMPUTERS AND PHOTO COPIER,,INTER-AGENCY PROCUREMENT SERVICES OFFICE (IAPSO),World,1W,17584.86,PRC/6137,
2019-08-07T00:00:00.000,2000,AFR,Malawi,MW,P001660,AGRIC SERVICES,"Equipment, Transportation",GOODS,Direct Selection,IBRD/IDA,Agriculture,1115106,SUPPLY OF 52 MOTORCYCLES.,,INTER-AGENCY PROCUREMENT SERVICES OFFICE (IAPSO),World,1W,0,PRC/6313.,
2019-08-07T00:00:00.000,2000,AFR,Malawi,MW,P001660,AGRIC SERVICES,"Equipment, Transportation",GOODS,Direct Selection,IBRD/IDA,Public Admin,1115106,SUPPLY OF 52 MOTORCYCLES.,,INTER-AGENCY PROCUREMENT SERVICES OFFICE (IAPSO),World,1W,87918.49,PRC/6313.,
2019-08-07T00:00:00.000,2000,AFR,Mauritania,MR,P035689,MR Health Sect. Invest. Program,"Equipment, Medical",GOODS,International Competitive Bidding,IBRD/IDA,Health,1121344,MEDICAL EQUIPMENTS FOR 53 HEALTH POSTS,1999-09-25T00:00:00.000,IMC,Germany,DE,0,AOI 02/98/EM/MARCHE NO. 76/99/GG,
2019-08-07T00:00:00.000,2000,AFR,Mauritania,MR,P035689,MR Health Sect. Invest. Program,"Equipment, Medical",GOODS,International Competitive Bidding,IBRD/IDA,Public Admin,1121344,MEDICAL EQUIPMENTS FOR 53 HEALTH POSTS,1999-09-25T00:00:00.000,IMC,Germany,DE,358234.51,AOI 02/98/EM/MARCHE NO. 76/99/GG,
2019-08-07T00:00:00.000,2000,AFR,Tanzania,TZ,P060833,TZ-Pub Sec Reform Prgm (FY00),Implementation Activity,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Public Admin,1116525,TRAINING NEEDS ANALYSIS & RETOOLING REQUIREMENTS CONSULTANCY,1999-08-09T00:00:00.000,ESAMI,Tanzania,TZ,284090,BD/45/307/01/8,
2019-08-07T00:00:00.000,2000,AFR,Uganda,UG,P002941,ICB-PAMSU,"Equipment, Transportation",GOODS,Direct Selection,IBRD/IDA,Education,1115129,PROCUREMENT OF PROJECT VEHICLES,1999-07-23T00:00:00.000,INTER-AGENCY PROCUREMENT SERVICES OFFICE (IAPSO),World,1W,231534.17,C/PU/11.,
2019-08-07T00:00:00.000,2000,AFR,Uganda,UG,P002941,ICB-PAMSU,"Equipment, Transportation",GOODS,Direct Selection,IBRD/IDA,Industry & Trade/Ser,1115129,PROCUREMENT OF PROJECT VEHICLES,1999-07-23T00:00:00.000,INTER-AGENCY PROCUREMENT SERVICES OFFICE (IAPSO),World,1W,231534.17,C/PU/11.,
2019-08-07T00:00:00.000,2000,AFR,Uganda,UG,P002941,ICB-PAMSU,"Equipment, Transportation",GOODS,Direct Selection,IBRD/IDA,Public Admin,1115129,PROCUREMENT OF PROJECT VEHICLES,1999-07-23T00:00:00.000,INTER-AGENCY PROCUREMENT SERVICES OFFICE (IAPSO),World,1W,-463068.34,C/PU/11.,
2019-08-07T00:00:00.000,2000,AFR,Uganda,UG,P002941,ICB-PAMSU,"Equipment, Transportation",GOODS,Direct Selection,IBRD/IDA,Social Protection,1115129,PROCUREMENT OF PROJECT VEHICLES,1999-07-23T00:00:00.000,INTER-AGENCY PROCUREMENT SERVICES OFFICE (IAPSO),World,1W,231534.17,C/PU/11.,
2019-08-07T00:00:00.000,2000,AFR,Zimbabwe,ZW,P003294,URBAN II,"Equipment, Mechanical",GOODS,International Competitive Bidding,IBRD/IDA,Energy & Extractives,1120990,"RUFARO BNR SEWAGE TREATMENT WORKS, MECHANICAL AND ELECTRICAL",1999-11-03T00:00:00.000,BATEMAN WATER (PTY) LTD,South Africa,ZA,851194.45,MAR/S9/1999,
2019-08-07T00:00:00.000,2000,AFR,Zimbabwe,ZW,P003294,URBAN II,"Equipment, Mechanical",GOODS,International Competitive Bidding,IBRD/IDA,Financial Sector,1120990,"RUFARO BNR SEWAGE TREATMENT WORKS, MECHANICAL AND ELECTRICAL",1999-11-03T00:00:00.000,BATEMAN WATER (PTY) LTD,South Africa,ZA,851194.45,MAR/S9/1999,
2019-08-07T00:00:00.000,2000,AFR,Zimbabwe,ZW,P003294,URBAN II,"Equipment, Mechanical",GOODS,International Competitive Bidding,IBRD/IDA,Public Admin,1120990,"RUFARO BNR SEWAGE TREATMENT WORKS, MECHANICAL AND ELECTRICAL",1999-11-03T00:00:00.000,BATEMAN WATER (PTY) LTD,South Africa,ZA,851194.45,MAR/S9/1999,
2019-08-07T00:00:00.000,2000,AFR,Zimbabwe,ZW,P003294,URBAN II,"Equipment, Mechanical",GOODS,International Competitive Bidding,IBRD/IDA,Social Protection,1120990,"RUFARO BNR SEWAGE TREATMENT WORKS, MECHANICAL AND ELECTRICAL",1999-11-03T00:00:00.000,BATEMAN WATER (PTY) LTD,South Africa,ZA,851194.45,MAR/S9/1999,
2019-08-07T00:00:00.000,2000,AFR,Zimbabwe,ZW,P003294,URBAN II,"Equipment, Mechanical",GOODS,International Competitive Bidding,IBRD/IDA,Water/Sanit/Waste,1120990,"RUFARO BNR SEWAGE TREATMENT WORKS, MECHANICAL AND ELECTRICAL",1999-11-03T00:00:00.000,BATEMAN WATER (PTY) LTD,South Africa,ZA,-2553583.35,MAR/S9/1999,
2019-08-07T00:00:00.000,2000,EAP,Vietnam,VN,P004832,VN-Highway Rehab,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Public Admin,1202474,ASSIGNMENT FOR SPECIAL REVIEW OF RESETTLEMENT COSTS,1999-10-18T00:00:00.000,KPMG MALAYSIA,Malaysia,MY,125576,"02/KTDB-GPMB, 12/22/99",
2019-08-07T00:00:00.000,2000,EAP,Vietnam,VN,P004832,VN-Highway Rehab,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Social Protection,1202474,ASSIGNMENT FOR SPECIAL REVIEW OF RESETTLEMENT COSTS,1999-10-18T00:00:00.000,KPMG MALAYSIA,Malaysia,MY,125576,"02/KTDB-GPMB, 12/22/99",
2019-08-07T00:00:00.000,2000,EAP,Vietnam,VN,P004832,VN-Highway Rehab,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Transportation,1202474,ASSIGNMENT FOR SPECIAL REVIEW OF RESETTLEMENT COSTS,1999-10-18T00:00:00.000,KPMG MALAYSIA,Malaysia,MY,-125576,"02/KTDB-GPMB, 12/22/99",
2019-08-07T00:00:00.000,2000,ECA,Kazakhstan,KZ,P046499,HEALTH RESTRUCTURING,"Equipment, Medical",GOODS,Shopping,IBRD/IDA,Health,1119801,BILOGICAL SAFETY CABINETS,1999-07-27T00:00:00.000,NUAIRE INC.,United States,US,0,IS-01PPF,
2019-08-07T00:00:00.000,2000,ECA,Kazakhstan,KZ,P046499,HEALTH RESTRUCTURING,"Equipment, Medical",GOODS,Shopping,IBRD/IDA,Public Admin,1119801,BILOGICAL SAFETY CABINETS,1999-07-27T00:00:00.000,NUAIRE INC.,United States,US,183153,IS-01PPF,
2019-08-07T00:00:00.000,2000,ECA,Kyrgyz Republic,KG,P062682,FLOOD EMERGENCY,Implementation Activity,CONSULTANT SERVICES,Selection Based On Consultant's Qualific,IBRD/IDA,Agriculture,1120403,PROVIDE CERTAIN CONSULTING SERVICES,1999-08-30T00:00:00.000,JSC KYRGYZSUUDOLBOOR,Kyrgyz Republic,KG,147901,CONSULTING SERVICES,
2019-08-07T00:00:00.000,2000,ECA,Kyrgyz Republic,KG,P062682,FLOOD EMERGENCY,Implementation Activity,CONSULTANT SERVICES,Selection Based On Consultant's Qualific,IBRD/IDA,Public Admin,1120403,PROVIDE CERTAIN CONSULTING SERVICES,1999-08-30T00:00:00.000,JSC KYRGYZSUUDOLBOOR,Kyrgyz Republic,KG,295802,CONSULTING SERVICES,
2019-08-07T00:00:00.000,2000,ECA,Kyrgyz Republic,KG,P062682,FLOOD EMERGENCY,Implementation Activity,CONSULTANT SERVICES,Selection Based On Consultant's Qualific,IBRD/IDA,Transportation,1120403,PROVIDE CERTAIN CONSULTING SERVICES,1999-08-30T00:00:00.000,JSC KYRGYZSUUDOLBOOR,Kyrgyz Republic,KG,147901,CONSULTING SERVICES,
2019-08-07T00:00:00.000,2000,ECA,Kyrgyz Republic,KG,P062682,FLOOD EMERGENCY,Implementation Activity,CONSULTANT SERVICES,Selection Based On Consultant's Qualific,IBRD/IDA,Water/Sanit/Waste,1120403,PROVIDE CERTAIN CONSULTING SERVICES,1999-08-30T00:00:00.000,JSC KYRGYZSUUDOLBOOR,Kyrgyz Republic,KG,-443703,CONSULTING SERVICES,
2019-08-07T00:00:00.000,2000,ECA,Tajikistan,TJ,P044202,PILOT POV ALLEV,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Agriculture,1118934,MICROFINANCE MANAGEMENT CONSULTANT,1999-07-20T00:00:00.000,SULAIMON SAIDZODA,Pakistan,PK,112000,CONTRACT FOR CONSULTING SERVICES,
2019-08-07T00:00:00.000,2000,ECA,Tajikistan,TJ,P044202,PILOT POV ALLEV,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Financial Sector,1118934,MICROFINANCE MANAGEMENT CONSULTANT,1999-07-20T00:00:00.000,SULAIMON SAIDZODA,Pakistan,PK,112000,CONTRACT FOR CONSULTING SERVICES,
2019-08-07T00:00:00.000,2000,ECA,Tajikistan,TJ,P044202,PILOT POV ALLEV,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Industry & Trade/Ser,1118934,MICROFINANCE MANAGEMENT CONSULTANT,1999-07-20T00:00:00.000,SULAIMON SAIDZODA,Pakistan,PK,-336000,CONTRACT FOR CONSULTING SERVICES,
2019-08-07T00:00:00.000,2000,ECA,Tajikistan,TJ,P044202,PILOT POV ALLEV,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Social Protection,1118934,MICROFINANCE MANAGEMENT CONSULTANT,1999-07-20T00:00:00.000,SULAIMON SAIDZODA,Pakistan,PK,112000,CONTRACT FOR CONSULTING SERVICES,
2019-08-07T00:00:00.000,2000,ECA,Tajikistan,TJ,P044202,PILOT POV ALLEV,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Water/Sanit/Waste,1118934,MICROFINANCE MANAGEMENT CONSULTANT,1999-07-20T00:00:00.000,SULAIMON SAIDZODA,Pakistan,PK,112000,CONTRACT FOR CONSULTING SERVICES,
2019-08-07T00:00:00.000,2000,ECA,Tajikistan,TJ,P044202,PILOT POV ALLEV,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Agriculture,1119169,CONSULTING SERVICES FOR AUDIT ASSIGNMENT,1999-08-16T00:00:00.000,COOPERS & LYBRAND (HOLDING) LIMITED,Cyprus,CY,41000,COOPERS & LYBRAND: CONTRACT FOR,
2019-08-07T00:00:00.000,2000,ECA,Tajikistan,TJ,P044202,PILOT POV ALLEV,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Financial Sector,1119169,CONSULTING SERVICES FOR AUDIT ASSIGNMENT,1999-08-16T00:00:00.000,COOPERS & LYBRAND (HOLDING) LIMITED,Cyprus,CY,41000,COOPERS & LYBRAND: CONTRACT FOR,
2019-08-07T00:00:00.000,2000,ECA,Tajikistan,TJ,P044202,PILOT POV ALLEV,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Industry & Trade/Ser,1119169,CONSULTING SERVICES FOR AUDIT ASSIGNMENT,1999-08-16T00:00:00.000,COOPERS & LYBRAND (HOLDING) LIMITED,Cyprus,CY,-123000,COOPERS & LYBRAND: CONTRACT FOR,
2019-08-07T00:00:00.000,2000,ECA,Tajikistan,TJ,P044202,PILOT POV ALLEV,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Social Protection,1119169,CONSULTING SERVICES FOR AUDIT ASSIGNMENT,1999-08-16T00:00:00.000,COOPERS & LYBRAND (HOLDING) LIMITED,Cyprus,CY,41000,COOPERS & LYBRAND: CONTRACT FOR,
2019-08-07T00:00:00.000,2000,ECA,Tajikistan,TJ,P044202,PILOT POV ALLEV,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Water/Sanit/Waste,1119169,CONSULTING SERVICES FOR AUDIT ASSIGNMENT,1999-08-16T00:00:00.000,COOPERS & LYBRAND (HOLDING) LIMITED,Cyprus,CY,41000,COOPERS & LYBRAND: CONTRACT FOR,
2019-08-07T00:00:00.000,2000,ECA,Tajikistan,TJ,P044202,PILOT POV ALLEV,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Agriculture,1208487,AUDITING SERVICES,2000-10-05T00:00:00.000,COOPERS & LYBRAND (HOLDING) LIMITED,Cyprus,CY,41000,CONTRACT FOR CS - COOPERS&LYBRAN,
2019-08-07T00:00:00.000,2000,ECA,Tajikistan,TJ,P044202,PILOT POV ALLEV,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Financial Sector,1208487,AUDITING SERVICES,2000-10-05T00:00:00.000,COOPERS & LYBRAND (HOLDING) LIMITED,Cyprus,CY,41000,CONTRACT FOR CS - COOPERS&LYBRAN,
2019-08-07T00:00:00.000,2000,ECA,Tajikistan,TJ,P044202,PILOT POV ALLEV,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Industry & Trade/Ser,1208487,AUDITING SERVICES,2000-10-05T00:00:00.000,COOPERS & LYBRAND (HOLDING) LIMITED,Cyprus,CY,-123000,CONTRACT FOR CS - COOPERS&LYBRAN,
2019-08-07T00:00:00.000,2000,ECA,Tajikistan,TJ,P044202,PILOT POV ALLEV,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Social Protection,1208487,AUDITING SERVICES,2000-10-05T00:00:00.000,COOPERS & LYBRAND (HOLDING) LIMITED,Cyprus,CY,41000,CONTRACT FOR CS - COOPERS&LYBRAN,
2019-08-07T00:00:00.000,2000,ECA,Tajikistan,TJ,P044202,PILOT POV ALLEV,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Water/Sanit/Waste,1208487,AUDITING SERVICES,2000-10-05T00:00:00.000,COOPERS & LYBRAND (HOLDING) LIMITED,Cyprus,CY,41000,CONTRACT FOR CS - COOPERS&LYBRAN,
2019-08-07T00:00:00.000,2000,LCR,El Salvador,SV,P007169,SV- BASIC EDUCATION,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Education,1200913,ASISTENTE EN POLITICAS EDUCATIVAS,1999-07-19T00:00:00.000,JOSE RAFAEL GUIDOS,El Salvador,SV,-23522.61,ME-1086/99 JOSE RAFAEL GUIDOS,
2019-08-07T00:00:00.000,2000,LCR,El Salvador,SV,P007169,SV- BASIC EDUCATION,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Health,1200913,ASISTENTE EN POLITICAS EDUCATIVAS,1999-07-19T00:00:00.000,JOSE RAFAEL GUIDOS,El Salvador,SV,23522.61,ME-1086/99 JOSE RAFAEL GUIDOS,
2019-08-07T00:00:00.000,2000,LCR,El Salvador,SV,P007169,SV- BASIC EDUCATION,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Public Admin,1200913,ASISTENTE EN POLITICAS EDUCATIVAS,1999-07-19T00:00:00.000,JOSE RAFAEL GUIDOS,El Salvador,SV,23522.61,ME-1086/99 JOSE RAFAEL GUIDOS,
2019-08-07T00:00:00.000,2000,LCR,El Salvador,SV,P007169,SV- BASIC EDUCATION,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Education,1200914,SISTEMA NACIONAL DE INFORMACION Y EVALUACION REFORMA EDUCATI,1999-07-19T00:00:00.000,CARLOS ROBERTO BRIONES CANIZALEZ,El Salvador,SV,-28749.86,ME1092/99 CARLOS ROBERTO BRIONES,
2019-08-07T00:00:00.000,2000,LCR,El Salvador,SV,P007169,SV- BASIC EDUCATION,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Health,1200914,SISTEMA NACIONAL DE INFORMACION Y EVALUACION REFORMA EDUCATI,1999-07-19T00:00:00.000,CARLOS ROBERTO BRIONES CANIZALEZ,El Salvador,SV,28749.86,ME1092/99 CARLOS ROBERTO BRIONES,
2019-08-07T00:00:00.000,2000,LCR,El Salvador,SV,P007169,SV- BASIC EDUCATION,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Public Admin,1200914,SISTEMA NACIONAL DE INFORMACION Y EVALUACION REFORMA EDUCATI,1999-07-19T00:00:00.000,CARLOS ROBERTO BRIONES CANIZALEZ,El Salvador,SV,28749.86,ME1092/99 CARLOS ROBERTO BRIONES,
